Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,247.4717385500142,251.26190474555887,245.71748952414984,248.6800044624405,248.19054734538145,67665326
2023-01-03,240.37438421921647,241.21837677707708,240.6570466066861,240.99319828220538,240.67126992878872,76854235
2023-01-04,235.50276651696933,237.98026260471153,234.09178165154594,236.1755667075742,235.87577901230668,67483879
2023-01-05,237.91860623468125,242.2199146199693,236.93018291669011,238.65195975811787,238.57274883613027,10109557
2023-01-06,239.29591257621078,244.17842494218667,238.90882421346515,241.23307665589616,240.807576362848,54548095
2023-01-09,241.40345471403003,244.95188187452766,242.4759529311017,242.71206417789645,242.5045503687565,13579476
2023-01-10,239.0600968195276,240.90825807837686,237.72037394042167,239.80663333217746,239.72882403846805,28032505
2023-01-11,238.33818655323853,242.04594777695434,237.78210278009456,239.80177781623118,239.79573120482308,14166729
2023-01-12,238.2161362187344,241.83125912886973,237.91660335640242,239.9344282442995,239.66581892447897,52265681
2023-01-13,235.8206173964589,237.97658738958054,234.3247203117616,236.4652784990487,236.21585510199765,58061293
2023-01-16,240.23107811479773,241.70164351078492,238.78092515735017,241.2286771417389,240.88161969629644,18014134
2023-01-17,243.82724444959277,247.37142976215372,241.17703196781838,244.12479862950894,243.6901304936664,36868721
2023-01-18,243.12879116011726,245.2133274770689,242.5842131015036,243.5700166609601,243.53133453467115,41936555
2023-01-19,242.1407161500303,244.51302855868198,240.78406860520124,243.8012902662306,243.4446106898902,35833711
2023-01-20,244.16421025192497,245.95737632360778,242.77986294634167,244.6080230072002,244.5163380769329,18471750
2023-01-23,237.01100015540456,239.74233873620906,237.98686513189614,238.2622663352928,237.85332391608847,39326345
2023-01-24,235.9546393312219,240.58945092432032,237.43090382810482,237.6396141315936,237.2503302568269,62582463
2023-01-25,235.4234511988793,238.26875595375222,234.49375783444694,235.67533374407824,235.42043024669238,14970536
2023-01-26,231.4275884291236,235.4338088403447,230.0077482724935,232.74799625280718,232.41738107634205,15612600
2023-01-27,231.44179228491234,232.07550810294836,229.57398954460777,232.0371131616602,231.8912313760898,34833990
2023-01-30,235.31112045616442,239.08219209163178,234.78841312187538,237.59902532633424,237.37512725923125,75920799
2023-01-31,238.56185153339925,241.45183665907297,237.86100812575077,239.721012051447,239.32708479413105,56800085
2023-02-01,236.1658917325559,238.15337863897835,236.51276718193031,238.08483778726554,237.86614962732492,57506896
2023-02-02,238.67934820883968,240.9352184398878,239.46906245623663,239.9998913119844,239.82814822240496,35334399
2023-02-03,244.40373030048815,247.29835381279474,243.30618267838562,244.50987823170877,244.26819858111324,51556255
2023-02-06,246.02799578789322,248.1048675613271,245.98373144538382,247.59565105848097,247.18550923268916,10709182
2023-02-07,245.57727055852442,249.92698425456544,247.60663458007923,247.9361433125382,247.7699229315933,54526723
2023-02-08,244.5197544930655,246.79381187034878,245.18566070142143,245.99971787331802,245.91422726754078,73930086
2023-02-09,246.34553009992874,248.42539171264917,246.15142322855777,248.38023330014175,248.0265328831763,52880142
2023-02-10,247.5910573274179,250.70358448401143,247.04327581507346,249.79980333392808,249.3871449437429,71158901
2023-02-13,252.28001633363107,256.55807510867953,249.07014806211123,252.85673138994278,252.80583766219323,60678113
2023-02-14,254.55542385112543,258.16338026622935,251.52583551294725,255.09634248215346,254.97396046451308,18439089
2023-02-15,257.14919105079986,262.4540507730686,256.23621881544483,258.729982053605,258.656517232879,73171731
2023-02-16,256.0282695010343,258.96626096030826,255.46051379009262,257.08496188597735,256.906060876907,14651069
2023-02-17,259.44465090952247,262.07275561566524,259.1453199554696,261.6420815040903,261.4064199690339,47377723
2023-02-20,260.10887035084204,264.6285251231823,259.3780080775265,262.4711715873821,262.0780809354256,19949598
2023-02-21,268.7564925170125,271.5479539219653,269.230957988088,269.70970427397083,269.35846262885656,10819462
2023-02-22,266.82155939552564,270.84249563141685,265.81061455594863,267.4550817426551,267.12294074111253,39542398
2023-02-23,271.5154365727858,274.0539616904436,270.20415971935796,273.6513552231128,273.45849945974,30652849
2023-02-24,273.76521079019074,276.5300837172502,272.93906217149396,274.51960723964834,274.05761953607714,44020034
2023-02-27,270.1190990127861,272.9725756574883,270.0232445459218,272.35956781547816,272.1028486770191,50403992
2023-02-28,269.6621770805729,272.12858224200676,268.42209670348126,270.8097013799116,270.2793991481446,13061735
2023-03-01,268.04305014078426,272.82897126468845,269.0976978885074,269.84439613543003,269.50215673068516,18610230
2023-03-02,271.2348943205633,273.43281011904764,270.01909453390397,271.4942672207958,271.425706913822,49104967
2023-03-03,271.79620199226366,275.044568302777,272.1301277021338,273.5024726712442,273.1326002008593,34021714
2023-03-06,270.39964341676574,273.2340200827396,271.5200294413933,271.6267653494138,271.4501514451862,61042144
2023-03-07,270.10990459628727,273.5762428316937,271.60514684857054,271.70374174009913,271.3307864053039,55660415
2023-03-08,278.9640932066066,282.7239810880918,275.94752007207285,279.43358132444195,279.3946611735648,69192305
2023-03-09,283.7702270275316,289.70217239506906,284.70580889751966,285.87677794711624,285.77678886355096,58474497
2023-03-10,285.1878493620013,291.792171358961,285.4343218117418,287.6698564766547,287.1775168477524,40095175
2023-03-13,287.3604031033244,291.38382092846706,286.6941549229202,287.984580306974,287.85373188820654,57107663
2023-03-14,288.3305056189005,289.9721726409766,284.5344486662034,288.6067442813906,288.1235928534186,29276682
2023-03-15,291.0129512366108,294.0863107572284,289.9496104991254,291.0817588486414,290.91917449857806,31441944
2023-03-16,285.54115970333316,289.2725123441877,285.5339356253834,287.38609653935214,287.01658589401706,65228961
2023-03-17,284.85705141859705,287.6917819060509,282.84513688846124,286.5969644976739,286.19908160312946,41249366
2023-03-20,279.0184064804772,284.0908032739265,277.00908354064677,280.5521779788003,280.26452516370824,65886623
2023-03-21,281.5220468935386,282.33919241776664,281.3888453679357,282.1765472006909,282.0042441755433,67569566
